elapsedTimeHour,elapsedTimeSec,vaisalaRH,vaisalaTemperature,vaisalaPW
0.881944,3174.9984,26.71,20.17,0.092
0.883333,3179.9988,26.71,20.17,0.092
0.884722,3184.9992,26.71,20.16,0.092
0.886111,3189.9996,26.7,20.16,0.091
0.8875,3195,26.7,20.16,0.091
0.888889,3200.0004,26.7,20.16,0.091
0.890278,3205.0008,26.7,20.16,0.091
0.891667,3210.0012,26.7,20.16,0.091
0.893056,3215.0016,26.7,20.16,0.091
0.894444,3219.9984,26.7,20.16,0.091
0.895833,3224.9988,26.71,20.16,0.091
0.897222,3229.9992,26.71,20.16,0.091
0.898611,3234.9996,26.7,20.16,0.092
0.9,3240,26.7,20.16,0.091
0.901389,3245.0004,26.7,20.16,0.091
0.902778,3250.0008,26.7,20.17,0.091
0.904167,3255.0012,26.7,20.16,0.091
0.905556,3260.0016,26.69,20.16,0.091
0.906944,3264.9984,26.69,20.16,0.091
0.908333,3269.9988,26.7,20.16,0.091
0.909722,3274.9992,26.7,20.16,0.091
0.911111,3279.9996,26.7,20.16,0.091
0.9125,3285,26.7,20.16,0.091
0.913889,3290.0004,26.7,20.16,0.091
0.915278,3295.0008,26.7,20.16,0.091
0.916667,3300.0012,26.7,20.16,0.091
0.918056,3305.0016,26.69,20.16,0.091
0.919444,3309.9984,26.7,20.16,0.091
0.920833,3314.9988,26.7,20.16,0.091
0.922222,3319.9992,26.7,20.16,0.091
0.923611,3324.9996,26.7,20.16,0.091
0.925,3330,26.7,20.16,0.091
0.926389,3335.0004,26.7,20.16,0.091
0.927778,3340.0008,26.7,20.16,0.091
0.929167,3345.0012,26.7,20.16,0.091
0.930556,3350.0016,26.71,20.16,0.091
0.931944,3354.9984,26.71,20.16,0.091
0.933333,3359.9988,26.71,20.16,0.092
0.934722,3364.9992,26.72,20.16,0.092
0.936111,3369.9996,26.71,20.15,0.091
0.9375,3375,26.72,20.15,0.091
0.938889,3380.0004,26.73,20.15,0.092
0.940278,3385.0008,26.73,20.15,0.092
0.941667,3390.0012,26.73,20.15,0.092
0.943056,3395.0016,26.74,20.15,0.092
0.944444,3399.9984,26.74,20.16,0.092
0.945833,3404.9988,26.75,20.16,0.092
0.947222,3409.9992,26.75,20.15,0.092
0.948611,3414.9996,26.75,20.15,0.092
0.95,3420,26.75,20.16,0.092
0.951389,3425.0004,26.75,20.15,0.092
0.952778,3430.0008,26.75,20.15,0.092
0.954167,3435.0012,26.75,20.15,0.092
0.955556,3440.0016,26.75,20.15,0.092
0.956944,3444.9984,26.74,20.15,0.092
0.958333,3449.9988,26.74,20.16,0.092
0.959722,3454.9992,26.74,20.16,0.092
0.961111,3459.9996,26.73,20.16,0.092
0.9625,3465,26.73,20.16,0.092
0.963889,3470.0004,26.73,20.15,0.092
0.965278,3475.0008,26.73,20.15,0.092
0.966667,3480.0012,26.73,20.15,0.092
0.968056,3485.0016,26.73,20.15,0.092
0.969444,3489.9984,26.73,20.15,0.092
0.970833,3494.9988,26.72,20.15,0.092
0.972222,3499.9992,26.72,20.16,0.092
0.973611,3504.9996,26.72,20.16,0.092
0.975,3510,26.72,20.16,0.092
0.976389,3515.0004,26.73,20.16,0.092
0.977778,3520.0008,26.73,20.15,0.092
0.979167,3525.0012,26.73,20.16,0.092
0.980556,3530.0016,26.73,20.15,0.092
0.981944,3534.9984,26.73,20.15,0.092
0.983333,3539.9988,26.73,20.15,0.092
0.984722,3544.9992,26.73,20.15,0.092
0.986111,3549.9996,25.88,20.16,0.089
0.9875,3555,22.5,20.15,0.077
0.988889,3560.0004,18.59,20.14,0.064
0.990278,3565.0008,14.96,20.14,0.051
0.991667,3570.0012,12.31,20.14,0.042
0.993056,3575.0016,10.26,20.14,0.035
0.994444,3579.9984,8.57,20.13,0.029
0.995833,3584.9988,7.37,20.13,0.025
0.997222,3589.9992,6.42,20.13,0.022
0.998611,3594.9996,5.58,20.13,0.019
1,3600,4.94,20.13,0.017
1.001389,3605.0004,4.41,20.13,0.015
1.002778,3610.0008,3.95,20.13,0.014
1.004167,3615.0012,3.6,20.13,0.012
1.005556,3620.0016,3.3,20.13,0.011
1.006944,3624.9984,3.05,20.13,0.01
1.008333,3629.9988,2.82,20.13,0.01
1.009722,3634.9992,2.64,20.13,0.009
1.011111,3639.9996,2.48,20.13,0.008
1.0125,3645,2.32,20.13,0.008
1.013889,3650.0004,2.2,20.13,0.008
1.015278,3655.0008,2.1,20.14,0.007
1.016667,3660.0012,2.02,20.13,0.007
1.018056,3665.0016,1.95,20.13,0.007
1.019444,3669.9984,1.88,20.13,0.006
1.020833,3674.9988,1.82,20.13,0.006
1.022222,3679.9992,1.74,20.13,0.006
1.023611,3684.9996,1.68,20.14,0.006
1.025,3690,1.62,20.14,0.006
1.026389,3695.0004,1.56,20.14,0.005
1.027778,3700.0008,1.51,20.14,0.005
1.029167,3705.0012,1.47,20.14,0.005
1.030556,3710.0016,1.42,20.14,0.005
1.031944,3714.9984,1.37,20.14,0.005
1.033333,3719.9988,1.34,20.14,0.005
1.034722,3724.9992,1.3,20.14,0.004
1.036111,3729.9996,1.26,20.14,0.004
1.0375,3735,1.22,20.14,0.004
1.038889,3740.0004,1.19,20.14,0.004
1.040278,3745.0008,1.16,20.14,0.004
1.041667,3750.0012,1.13,20.14,0.004
1.043056,3755.0016,1.1,20.14,0.004
1.044444,3759.9984,1.07,20.14,0.004
1.045833,3764.9988,1.06,20.14,0.004
1.047222,3769.9992,1.05,20.14,0.004
1.048611,3774.9996,1.04,20.15,0.004
1.05,3780,1.03,20.14,0.004
1.051389,3785.0004,1.01,20.15,0.003
1.052778,3790.0008,0.99,20.15,0.003
1.054167,3795.0012,0.97,20.14,0.003
1.055556,3800.0016,0.95,20.15,0.003
1.056944,3804.9984,0.93,20.15,0.003
1.058333,3809.9988,0.91,20.15,0.003
1.059722,3814.9992,0.88,20.15,0.003
1.061111,3819.9996,0.87,20.15,0.003
1.0625,3825,0.85,20.15,0.003
1.063889,3830.0004,0.83,20.15,0.003
1.065278,3835.0008,0.82,20.15,0.003
1.066667,3840.0012,0.8,20.15,0.003
1.068056,3845.0016,0.78,20.15,0.003
1.069444,3849.9984,0.77,20.15,0.003
1.070833,3854.9988,0.76,20.15,0.003
1.072222,3859.9992,0.74,20.15,0.003
1.073611,3864.9996,0.73,20.15,0.002
1.075,3870,0.72,20.15,0.002
1.076389,3875.0004,0.7,20.15,0.002
1.077778,3880.0008,0.69,20.15,0.002
1.079167,3885.0012,0.68,20.15,0.002
1.080556,3890.0016,0.67,20.15,0.002
1.081944,3894.9984,0.65,20.15,0.002
1.083333,3899.9988,0.64,20.15,0.002
1.084722,3904.9992,0.63,20.15,0.002
1.086111,3909.9996,0.62,20.15,0.002
1.0875,3915,0.61,20.15,0.002
1.088889,3920.0004,0.6,20.15,0.002
1.090278,3925.0008,0.6,20.15,0.002
1.091667,3930.0012,0.6,20.16,0.002
1.093056,3935.0016,0.6,20.16,0.002
1.094444,3939.9984,0.6,20.15,0.002
1.095833,3944.9988,0.59,20.16,0.002
1.097222,3949.9992,0.58,20.16,0.002
1.098611,3954.9996,0.57,20.16,0.002
1.1,3960,0.56,20.15,0.002
1.101389,3965.0004,0.55,20.15,0.002
1.102778,3970.0008,0.54,20.16,0.002
1.104167,3975.0012,0.53,20.15,0.002
1.105556,3980.0016,0.52,20.16,0.002
1.106944,3984.9984,0.51,20.16,0.002
1.108333,3989.9988,0.5,20.16,0.002
1.109722,3994.9992,0.5,20.15,0.002
1.111111,3999.9996,0.49,20.15,0.002
1.1125,4005,0.48,20.16,0.002
1.113889,4010.0004,0.47,20.16,0.002
1.115278,4015.0008,0.46,20.16,0.002
1.116667,4020.0012,0.46,20.16,0.002
1.118056,4025.0016,0.45,20.16,0.002
1.119444,4029.9984,0.44,20.16,0.002
1.120833,4034.9988,0.43,20.16,0.001
1.122222,4039.9992,0.43,20.16,0.001
1.123611,4044.9996,0.42,20.16,0.001
1.125,4050,0.41,20.16,0.001
1.126389,4055.0004,0.41,20.16,0.001
1.127778,4060.0008,0.4,20.16,0.001
1.129167,4065.0012,0.39,20.16,0.001
1.130556,4070.0016,0.39,20.16,0.001
1.131944,4074.9984,0.38,20.15,0.001
1.133333,4079.9988,0.38,20.16,0.001
1.134722,4084.9992,0.37,20.16,0.001
1.136111,4089.9996,0.37,20.16,0.001
1.1375,4095,0.36,20.16,0.001
1.138889,4100.0004,0.36,20.16,0.001
1.140278,4105.0008,0.35,20.16,0.001
1.141667,4110.0012,0.35,20.16,0.001
1.143056,4115.0016,0.35,20.16,0.001
1.144444,4119.9984,0.35,20.16,0.001
1.145833,4124.9988,0.36,20.16,0.001
1.147222,4129.9992,0.36,20.16,0.001
1.148611,4134.9996,0.35,20.16,0.001
1.15,4140,0.35,20.16,0.001
1.151389,4145.0004,0.35,20.16,0.001
1.152778,4150.0008,0.34,20.16,0.001
1.154167,4155.0012,0.34,20.16,0.001
1.155556,4160.0016,0.44,20.16,0.001
1.156944,4164.9984,0.95,20.17,0.003
1.158333,4169.9988,1.98,20.17,0.007
1.159722,4174.9992,3.17,20.17,0.011
1.161111,4179.9996,4.4,20.18,0.015
1.1625,4185,5.61,20.18,0.019
1.163889,4190.0004,6.59,20.18,0.023
1.165278,4195.0008,7.42,20.18,0.025
1.166667,4200.0012,8.13,20.18,0.028
1.168056,4205.0016,8.66,20.18,0.03
1.169444,4209.9984,9.08,20.18,0.031
1.170833,4214.9988,9.46,20.18,0.032
1.172222,4219.9992,9.73,20.18,0.033
1.173611,4224.9996,9.95,20.17,0.034
1.175,4230,10.12,20.18,0.035
1.176389,4235.0004,10.26,20.18,0.035
1.177778,4240.0008,10.39,20.17,0.036
1.179167,4245.0012,10.49,20.18,0.036
1.180556,4250.0016,10.58,20.17,0.036
1.181944,4254.9984,10.64,20.17,0.036
1.183333,4259.9988,10.69,20.17,0.037
1.184722,4264.9992,10.75,20.17,0.037
1.186111,4269.9996,10.8,20.17,0.037
1.1875,4275,10.85,20.17,0.037
1.188889,4280.0004,10.88,20.17,0.037
1.190278,4285.0008,10.91,20.17,0.037
1.191667,4290.0012,10.95,20.17,0.038
1.193056,4295.0016,10.97,20.17,0.038
1.194444,4299.9984,10.98,20.17,0.038
1.195833,4304.9988,11.01,20.17,0.038
1.197222,4309.9992,11.03,20.17,0.038
1.198611,4314.9996,11.04,20.17,0.038
1.2,4320,11.06,20.17,0.038
1.201389,4325.0004,11.07,20.17,0.038
1.202778,4330.0008,11.1,20.16,0.038
1.204167,4335.0012,11.11,20.17,0.038
1.205556,4340.0016,11.12,20.17,0.038
1.206944,4344.9984,11.13,20.17,0.038
1.208333,4349.9988,11.14,20.17,0.038
1.209722,4354.9992,11.15,20.16,0.038
1.211111,4359.9996,11.16,20.16,0.038
1.2125,4365,11.17,20.16,0.038
1.213889,4370.0004,11.18,20.16,0.038
1.215278,4375.0008,11.2,20.16,0.038
1.216667,4380.0012,11.21,20.16,0.038
1.218056,4385.0016,11.21,20.16,0.038
1.219444,4389.9984,11.21,20.16,0.038
1.220833,4394.9988,11.22,20.17,0.038
1.222222,4399.9992,11.22,20.16,0.038
1.223611,4404.9996,11.22,20.16,0.038
1.225,4410,11.24,20.16,0.039
1.226389,4415.0004,11.25,20.16,0.039
1.227778,4420.0008,11.25,20.16,0.039
1.229167,4425.0012,11.25,20.16,0.039
1.230556,4430.0016,11.26,20.16,0.039
1.231944,4434.9984,11.26,20.16,0.039
1.233333,4439.9988,11.27,20.16,0.039
1.234722,4444.9992,11.27,20.16,0.039
1.236111,4449.9996,11.35,20.16,0.039
1.2375,4455,12.13,20.16,0.042
1.238889,4460.0004,13.61,20.17,0.047
1.240278,4465.0008,15.16,20.16,0.052
1.241667,4470.0012,16.6,20.17,0.057
1.243056,4475.0016,17.68,20.17,0.061
1.244444,4479.9984,18.56,20.17,0.064
1.245833,4484.9988,19.18,20.17,0.066
1.247222,4489.9992,19.65,20.17,0.067
1.248611,4494.9996,20.01,20.17,0.069
1.25,4500,20.28,20.17,0.07
1.251389,4505.0004,20.48,20.17,0.07
1.252778,4510.0008,20.63,20.17,0.071
1.254167,4515.0012,20.75,20.17,0.071
1.255556,4520.0016,20.84,20.17,0.071
1.256944,4524.9984,20.91,20.16,0.072
1.258333,4529.9988,20.98,20.16,0.072
1.259722,4534.9992,21.04,20.17,0.072
1.261111,4539.9996,21.08,20.17,0.072
1.2625,4545,21.11,20.17,0.072
1.263889,4550.0004,21.15,20.17,0.072
1.265278,4555.0008,21.17,20.17,0.073
1.266667,4560.0012,21.2,20.16,0.073
1.268056,4565.0016,21.22,20.16,0.073
1.269444,4569.9984,21.24,20.16,0.073
1.270833,4574.9988,21.25,20.16,0.073
1.272222,4579.9992,21.27,20.17,0.073
1.273611,4584.9996,21.28,20.17,0.073
1.275,4590,21.29,20.16,0.073
1.276389,4595.0004,21.29,20.16,0.073
1.277778,4600.0008,21.31,20.16,0.073
1.279167,4605.0012,21.32,20.16,0.073
1.280556,4610.0016,21.33,20.16,0.073
1.281944,4614.9984,21.34,20.17,0.073
1.283333,4619.9988,21.35,20.16,0.073
1.284722,4624.9992,21.36,20.16,0.073
1.286111,4629.9996,21.37,20.16,0.073
1.2875,4635,21.37,20.16,0.073
1.288889,4640.0004,21.37,20.15,0.073
1.290278,4645.0008,21.38,20.16,0.073
1.291667,4650.0012,21.39,20.16,0.073
1.293056,4655.0016,21.4,20.15,0.073
1.294444,4659.9984,21.41,20.16,0.073
1.295833,4664.9988,21.41,20.15,0.073
1.297222,4669.9992,21.41,20.16,0.073
1.298611,4674.9996,21.41,20.15,0.073
1.3,4680,21.41,20.16,0.073
1.301389,4685.0004,21.41,20.15,0.073
1.302778,4690.0008,21.41,20.15,0.073
1.304167,4695.0012,21.42,20.15,0.073
1.305556,4700.0016,21.42,20.16,0.073
1.306944,4704.9984,21.43,20.15,0.073
1.308333,4709.9988,21.43,20.15,0.073
1.309722,4714.9992,21.44,20.15,0.073
1.311111,4719.9996,21.44,20.15,0.073
1.3125,4725,21.44,20.15,0.073
1.313889,4730.0004,21.45,20.15,0.073
1.315278,4735.0008,21.46,20.15,0.073
1.316667,4740.0012,21.47,20.15,0.073
1.318056,4745.0016,21.47,20.15,0.073
1.319444,4749.9984,21.61,20.15,0.074
1.320833,4754.9988,22.66,20.15,0.078
1.322222,4759.9992,24.23,20.15,0.083
1.323611,4764.9996,25.8,20.15,0.088
1.325,4770,27.29,20.16,0.093
1.326389,4775.0004,28.34,20.16,0.097
1.327778,4780.0008,29.1,20.15,0.1
1.329167,4785.0012,29.69,20.15,0.102
1.330556,4790.0016,30.06,20.15,0.103
1.331944,4794.9984,30.36,20.15,0.104
1.333333,4799.9988,30.57,20.15,0.105
1.334722,4804.9992,30.73,20.15,0.105
1.336111,4809.9996,30.87,20.15,0.106
1.3375,4815,30.95,20.15,0.106
1.338889,4820.0004,31,20.16,0.106
1.340278,4825.0008,31.05,20.15,0.106
1.341667,4830.0012,31.1,20.15,0.106
1.343056,4835.0016,31.15,20.15,0.107
1.344444,4839.9984,31.19,20.15,0.107
1.345833,4844.9988,31.22,20.15,0.107
1.347222,4849.9992,31.23,20.15,0.107
1.348611,4854.9996,31.24,20.15,0.107
1.35,4860,31.26,20.15,0.107
1.351389,4865.0004,31.27,20.15,0.107
1.352778,4870.0008,31.29,20.15,0.107
1.354167,4875.0012,31.31,20.15,0.107
1.355556,4880.0016,31.33,20.15,0.107
1.356944,4884.9984,31.35,20.15,0.107
1.358333,4889.9988,31.36,20.15,0.107
1.359722,4894.9992,31.38,20.15,0.107
1.361111,4899.9996,31.4,20.15,0.107
1.3625,4905,31.4,20.15,0.108
1.363889,4910.0004,31.41,20.15,0.108
1.365278,4915.0008,31.43,20.15,0.108
1.366667,4920.0012,31.43,20.15,0.108
1.368056,4925.0016,31.43,20.15,0.108
1.369444,4929.9984,31.44,20.14,0.108
1.370833,4934.9988,31.45,20.15,0.108
1.372222,4939.9992,31.47,20.15,0.108
1.373611,4944.9996,31.47,20.15,0.108
1.375,4950,31.48,20.14,0.108
1.376389,4955.0004,31.49,20.14,0.108
1.377778,4960.0008,31.49,20.14,0.108
1.379167,4965.0012,31.49,20.14,0.108
1.380556,4970.0016,31.51,20.14,0.108
1.381944,4974.9984,31.52,20.14,0.108
1.383333,4979.9988,31.53,20.14,0.108
1.384722,4984.9992,31.54,20.14,0.108
1.386111,4989.9996,31.55,20.14,0.108
1.3875,4995,31.55,20.14,0.108
1.388889,5000.0004,31.55,20.14,0.108
1.390278,5005.0008,31.56,20.14,0.108
1.391667,5010.0012,31.57,20.14,0.108
1.393056,5015.0016,31.57,20.14,0.108
1.394444,5019.9984,31.58,20.14,0.108
1.395833,5024.9988,31.57,20.14,0.108
1.397222,5029.9992,31.58,20.14,0.108
1.398611,5034.9996,31.59,20.14,0.108
1.4,5040,31.59,20.14,0.108
1.401389,5045.0004,31.58,20.15,0.108
1.402778,5050.0008,31.86,20.15,0.109
1.404167,5055.0012,33.15,20.14,0.113
1.405556,5060.0016,35.06,20.14,0.12
1.406944,5064.9984,36.62,20.14,0.125
1.408333,5069.9988,37.9,20.14,0.13
1.409722,5074.9992,38.78,20.15,0.133
1.411111,5079.9996,39.4,20.15,0.135
1.4125,5085,39.84,20.15,0.136
1.413889,5090.0004,40.18,20.15,0.138
1.415278,5095.0008,40.4,20.15,0.138
1.416667,5100.0012,40.57,20.15,0.139
1.418056,5105.0016,40.69,20.15,0.139
1.419444,5109.9984,40.78,20.15,0.14
1.420833,5114.9988,40.86,20.15,0.14
1.422222,5119.9992,40.92,20.15,0.14
1.423611,5124.9996,40.96,20.15,0.14
1.425,5130,40.99,20.15,0.14
1.426389,5135.0004,41.02,20.15,0.14
1.427778,5140.0008,41.05,20.15,0.141
1.429167,5145.0012,41.08,20.15,0.141
1.430556,5150.0016,41.1,20.15,0.141
1.431944,5154.9984,41.12,20.15,0.141
1.433333,5159.9988,41.15,20.15,0.141
1.434722,5164.9992,41.17,20.15,0.141
1.436111,5169.9996,41.19,20.15,0.141
1.4375,5175,41.21,20.15,0.141
1.438889,5180.0004,41.22,20.15,0.141
1.440278,5185.0008,41.23,20.15,0.141
1.441667,5190.0012,41.25,20.15,0.141
1.443056,5195.0016,41.26,20.15,0.141
1.444444,5199.9984,41.27,20.15,0.141
1.445833,5204.9988,41.28,20.15,0.141
1.447222,5209.9992,41.28,20.15,0.141
1.448611,5214.9996,41.29,20.15,0.141
1.45,5220,41.3,20.15,0.141
1.451389,5225.0004,41.3,20.15,0.141
1.452778,5230.0008,41.32,20.15,0.141
1.454167,5235.0012,41.33,20.15,0.142
1.455556,5240.0016,41.33,20.15,0.141
1.456944,5244.9984,41.33,20.15,0.142
1.458333,5249.9988,41.34,20.15,0.142
1.459722,5254.9992,41.35,20.15,0.142
1.461111,5259.9996,41.35,20.15,0.142
1.4625,5265,41.35,20.14,0.142
1.463889,5270.0004,41.35,20.15,0.142
1.465278,5275.0008,41.35,20.15,0.142
1.466667,5280.0012,41.35,20.15,0.142
1.468056,5285.0016,41.36,20.15,0.142
1.469444,5289.9984,41.36,20.15,0.142
1.470833,5294.9988,41.35,20.15,0.142
1.472222,5299.9992,41.34,20.15,0.142
1.473611,5304.9996,41.34,20.15,0.142
1.475,5310,41.34,20.15,0.142
1.476389,5315.0004,41.35,20.15,0.142
1.477778,5320.0008,41.35,20.15,0.142
1.479167,5325.0012,41.37,20.15,0.142
1.480556,5330.0016,41.37,20.16,0.142
1.481944,5334.9984,41.38,20.16,0.142
1.483333,5339.9988,41.38,20.15,0.142
1.484722,5344.9992,41.38,20.15,0.142
1.486111,5349.9996,41.65,20.15,0.143
1.4875,5355,43.03,20.15,0.147
1.488889,5360.0004,44.63,20.16,0.153
1.490278,5365.0008,46.27,20.15,0.158
1.491667,5370.0012,47.47,20.15,0.163
1.493056,5375.0016,48.49,20.16,0.166
1.494444,5379.9984,49.2,20.15,0.168
1.495833,5384.9988,49.61,20.16,0.17
1.497222,5389.9992,49.9,20.16,0.171
1.498611,5394.9996,50.09,20.16,0.172
1.5,5400,50.22,20.16,0.172
1.501389,5405.0004,50.36,20.16,0.172
1.502778,5410.0008,50.46,20.16,0.173
1.504167,5415.0012,50.51,20.16,0.173
1.505556,5420.0016,50.57,20.16,0.173
1.506944,5424.9984,50.61,20.16,0.173
1.508333,5429.9988,50.64,20.16,0.173
1.509722,5434.9992,50.66,20.16,0.174
1.511111,5439.9996,50.69,20.15,0.174
1.5125,5445,50.71,20.16,0.174
1.513889,5450.0004,50.73,20.16,0.174
1.515278,5455.0008,50.74,20.15,0.174
1.516667,5460.0012,50.76,20.16,0.174
1.518056,5465.0016,50.78,20.15,0.174
1.519444,5469.9984,50.8,20.15,0.174
1.520833,5474.9988,50.84,20.15,0.174
1.522222,5479.9992,50.87,20.15,0.174
1.523611,5484.9996,50.88,20.15,0.174
1.525,5490,50.89,20.15,0.174
1.526389,5495.0004,50.91,20.15,0.174
1.527778,5500.0008,50.93,20.15,0.174
1.529167,5505.0012,50.94,20.15,0.174
1.530556,5510.0016,50.95,20.15,0.174
1.531944,5514.9984,50.95,20.15,0.174
1.533333,5519.9988,50.96,20.15,0.174
1.534722,5524.9992,50.96,20.15,0.174
1.536111,5529.9996,50.96,20.15,0.174
1.5375,5535,50.98,20.15,0.175
1.538889,5540.0004,50.99,20.15,0.175
1.540278,5545.0008,50.99,20.15,0.175
1.541667,5550.0012,50.99,20.15,0.175
1.543056,5555.0016,51,20.15,0.175
1.544444,5559.9984,51.01,20.15,0.175
1.545833,5564.9988,51.01,20.15,0.175
1.547222,5569.9992,51.01,20.15,0.175
1.548611,5574.9996,51.01,20.15,0.175
1.55,5580,51.02,20.15,0.175
1.551389,5585.0004,51.02,20.15,0.175
1.552778,5590.0008,51.02,20.15,0.175
1.554167,5595.0012,51.03,20.15,0.175
1.555556,5600.0016,51.04,20.15,0.175
1.556944,5604.9984,51.04,20.15,0.175
1.558333,5609.9988,51.05,20.15,0.175
1.559722,5614.9992,51.05,20.15,0.175
1.561111,5619.9996,51.07,20.14,0.175
1.5625,5625,51.08,20.14,0.175
1.563889,5630.0004,51.09,20.14,0.175
1.565278,5635.0008,51.1,20.14,0.175
1.566667,5640.0012,51.11,20.14,0.175
1.568056,5645.0016,51.11,20.14,0.175
1.569444,5649.9984,51.42,20.14,0.176
1.570833,5654.9988,52.72,20.15,0.18
1.572222,5659.9992,54.37,20.15,0.186
1.573611,5664.9996,55.71,20.15,0.191
1.575,5670,56.75,20.15,0.194
1.576389,5675.0004,57.59,20.16,0.197
1.577778,5680.0008,58.16,20.16,0.199
1.579167,5685.0012,58.58,20.16,0.201
1.580556,5690.0016,58.93,20.16,0.202
1.581944,5694.9984,59.16,20.16,0.203
1.583333,5699.9988,59.34,20.16,0.203
1.584722,5704.9992,59.48,20.16,0.204
1.586111,5709.9996,59.59,20.16,0.204
1.5875,5715,59.68,20.16,0.204
1.588889,5720.0004,59.75,20.16,0.205
1.590278,5725.0008,59.81,20.16,0.205
1.591667,5730.0012,59.86,20.16,0.205
1.593056,5735.0016,59.9,20.16,0.205
1.594444,5739.9984,59.93,20.16,0.205
1.595833,5744.9988,59.97,20.16,0.205
1.597222,5749.9992,60.01,20.16,0.206
1.598611,5754.9996,60.06,20.16,0.206
1.6,5760,60.09,20.16,0.206
1.601389,5765.0004,60.12,20.16,0.206
1.602778,5770.0008,60.13,20.15,0.206
1.604167,5775.0012,60.15,20.15,0.206
1.605556,5780.0016,60.17,20.15,0.206
1.606944,5784.9984,60.2,20.15,0.206
1.608333,5789.9988,60.23,20.15,0.206
1.609722,5794.9992,60.29,20.16,0.206
1.611111,5799.9996,60.31,20.16,0.207
1.6125,5805,60.32,20.15,0.207
1.613889,5810.0004,60.33,20.15,0.207
1.615278,5815.0008,60.32,20.15,0.207
1.616667,5820.0012,60.32,20.15,0.207
1.618056,5825.0016,60.32,20.15,0.207
1.619444,5829.9984,60.32,20.15,0.207
1.620833,5834.9988,60.34,20.15,0.207
1.622222,5839.9992,60.35,20.15,0.207
1.623611,5844.9996,60.36,20.15,0.207
1.625,5850,60.36,20.15,0.207
1.626389,5855.0004,60.37,20.15,0.207
1.627778,5860.0008,60.39,20.15,0.207
1.629167,5865.0012,60.4,20.15,0.207
1.630556,5870.0016,60.4,20.15,0.207
1.631944,5874.9984,60.41,20.15,0.207
1.633333,5879.9988,60.41,20.15,0.207
1.634722,5884.9992,60.42,20.15,0.207
1.636111,5889.9996,60.44,20.15,0.207
1.6375,5895,60.44,20.15,0.207
1.638889,5900.0004,60.45,20.15,0.207
1.640278,5905.0008,60.45,20.15,0.207
1.641667,5910.0012,60.46,20.15,0.207
1.643056,5915.0016,60.47,20.15,0.207
1.644444,5919.9984,60.48,20.15,0.207
1.645833,5924.9988,60.49,20.15,0.207
1.647222,5929.9992,60.5,20.15,0.207
1.648611,5934.9996,60.51,20.15,0.207
1.65,5940,60.51,20.15,0.207
1.651389,5945.0004,60.51,20.15,0.207
1.652778,5950.0008,60.76,20.15,0.208
1.654167,5955.0012,62.01,20.15,0.212
1.655556,5960.0016,63.35,20.15,0.217
1.656944,5964.9984,64.63,20.16,0.221
1.658333,5969.9988,65.54,20.16,0.225
1.659722,5974.9992,66.24,20.17,0.227
1.661111,5979.9996,66.75,20.17,0.229
1.6625,5985,67.16,20.17,0.23
1.663889,5990.0004,67.46,20.18,0.231
1.665278,5995.0008,67.7,20.18,0.232
1.666667,6000.0012,67.88,20.18,0.233
1.668056,6005.0016,,,
1.669444,6009.9984,68.17,20.19,0.234
1.670833,6014.9988,68.25,20.18,0.234
1.672222,6019.9992,68.36,20.19,0.235
1.673611,6024.9996,68.43,20.19,0.235
1.675,6030,68.49,20.19,0.235
1.676389,6035.0004,68.56,20.18,0.235
1.677778,6040.0008,68.6,20.19,0.235
1.679167,6045.0012,68.65,20.18,0.236
1.680556,6050.0016,68.68,20.19,0.236
1.681944,6054.9984,68.72,20.19,0.236
1.683333,6059.9988,68.76,20.18,0.236
1.684722,6064.9992,68.78,20.18,0.236
1.686111,6069.9996,68.81,20.18,0.236
1.6875,6075,68.84,20.18,0.236
1.688889,6080.0004,68.86,20.18,0.236
1.690278,6085.0008,68.9,20.18,0.236
1.691667,6090.0012,68.93,20.18,0.236
1.693056,6095.0016,68.95,20.18,0.236
1.694444,6099.9984,68.97,20.18,0.237
1.695833,6104.9988,68.99,20.18,0.237
1.697222,6109.9992,69.02,20.18,0.237
1.698611,6114.9996,69.04,20.18,0.237
1.7,6120,69.05,20.18,0.237
1.701389,6125.0004,69.08,20.17,0.237
1.702778,6130.0008,69.1,20.17,0.237
1.704167,6135.0012,69.1,20.17,0.237
1.705556,6140.0016,69.1,20.17,0.237
1.706944,6144.9984,69.12,20.17,0.237
1.708333,6149.9988,69.13,20.17,0.237
1.709722,6154.9992,69.16,20.17,0.237
1.711111,6159.9996,69.18,20.17,0.237
1.7125,6165,69.19,20.16,0.237
1.713889,6170.0004,69.2,20.16,0.237
1.715278,6175.0008,69.21,20.16,0.237
1.716667,6180.0012,69.21,20.16,0.237
1.718056,6185.0016,69.21,20.16,0.237
1.719444,6189.9984,69.24,20.16,0.237
1.720833,6194.9988,69.24,20.16,0.237
1.722222,6199.9992,69.24,20.16,0.237
1.723611,6204.9996,69.26,20.16,0.237
1.725,6210,69.27,20.16,0.237
1.726389,6215.0004,69.28,20.16,0.237
1.727778,6220.0008,69.29,20.16,0.237
1.729167,6225.0012,69.32,20.16,0.237
1.730556,6230.0016,69.32,20.16,0.237
1.731944,6234.9984,69.31,20.16,0.237
1.733333,6239.9988,69.31,20.16,0.237
1.734722,6244.9992,69.34,20.16,0.237
1.736111,6249.9996,69.53,20.15,0.238
1.7375,6255,70.52,20.15,0.241
